Code_BV_Complet;Libellé commune;Exprimés;PCT_RN;PCT_UG;PCT_ENS
64640653;Ascain;801;25.22;30.21;25.09
64640654;Ascain;871;20.21;34.56;25.37
64640661;Ascarat;198;20.2;34.85;0.0
64640671;Assat;1203;26.27;28.6;30.01
64640681;Asson;671;32.94;23.7;25.04
64640682;Asson;569;39.89;18.98;22.85
64640691;Aste-Béon;181;28.73;33.7;0.0
64640701;Astis;203;50.74;7.39;0.0
64640711;Athos-Aspis;138;34.78;25.36;0.0
64640721;Aubertin;420;24.76;23.33;0.0
64640731;Aubin;168;39.29;19.05;0.0
64640741;Aubous;25;16.0;12.0;0.0
64640751;Audaux;110;24.55;36.36;0.0
64640771;Auga;99;36.36;24.24;0.0
64640781;Auriac;160;28.13;7.5;0.0
64640791;Aurions-Idernes;85;22.35;5.88;0.0
64640801;Aussevielle;547;39.12;8.78;24.86
64640811;Aussurucq;134;18.66;49.25;0.0
64640821;Auterrive;88;46.59;12.5;0.0
64640831;Autevielle-Saint-Martin-Bideren;96;42.71;28.13;0.0
64640841;Aydie;96;29.17;14.58;0.0
64640851;Aydius;95;16.84;32.63;0.0
64640861;Ayherre;627;26.16;38.28;20.57
64640871;Baigts-de-Béarn;450;29.33;18.44;0.0
64640881;Balansun;183;30.05;11.48;0.0
64640891;Baleix;93;25.81;21.51;36.56
64640901;Baliracq-Maumusson;87;35.63;8.05;0.0
64640911;Baliros;262;43.13;22.52;17.94
64640921;Banca;195;33.33;28.21;0.0
64640931;Barcus;409;16.38;43.03;0.0
64640941;Bardos;539;25.97;31.17;27.27
64640942;Bardos;523;33.65;24.09;32.31
64640951;Barinque;348;33.05;29.6;26.15
64640961;Barraute-Camu;96;32.29;40.63;0.0
64640971;Barzun;356;33.43;23.03;31.18
64640981;Bassillon-Vauzé;44;31.82;9.09;0.0
64640991;Bastanès;73;24.66;41.1;0.0
64641001;Bassussarry;634;23.5;28.55;27.92
64641002;Bassussarry;764;24.08;24.74;31.68
64641003;Bassussarry;692;28.18;20.38;35.26
64641011;Baudreix;357;32.21;25.49;31.37
64641021;Bayonne;778;17.74;43.19;27.63
64641022;Bayonne;730;16.44;50.96;22.88
64641023;Bayonne;624;14.9;51.92;20.51
64641024;Bayonne;684;14.47;55.7;20.32
64641025;Bayonne;805;19.75;52.3;17.76
64641026;Bayonne;954;19.81;49.16;19.92
64641027;Bayonne;872;22.13;49.2;17.55
64641028;Bayonne;822;24.45;38.56;24.09
64641029;Bayonne;790;20.0;41.01;27.72
646410210;Bayonne;761;22.08;34.69;29.83
646410211;Bayonne;743;30.55;31.36;23.69
646410212;Bayonne;618;23.46;37.86;26.86
646410213;Bayonne;464;24.57;37.72;26.94
646410214;Bayonne;849;24.26;32.16;29.09
646410215;Bayonne;1130;30.97;36.11;20.71
646410216;Bayonne;748;19.79;43.98;25.67
646410217;Bayonne;531;29.19;33.15;25.61
646410218;Bayonne;974;27.31;29.57;29.36
646410219;Bayonne;855;21.87;23.74;39.65
646410220;Bayonne;889;18.67;31.72;34.08
646410221;Bayonne;818;29.71;31.91;24.57
646410222;Bayonne;616;34.09;37.34;17.53
646410223;Bayonne;795;29.81;34.97;23.77
646410224;Bayonne;848;32.19;35.26;19.69
646410225;Bayonne;838;34.96;34.96;17.66
646410226;Bayonne;755;29.8;39.07;18.81
646410227;Bayonne;557;31.24;39.5;16.7
646410228;Bayonne;465;33.33;49.46;7.1
646410229;Bayonne;1014;30.87;36.98;18.84
646410230;Bayonne;785;29.94;28.41;25.35
64641031;Bédeille;134;34.33;21.64;38.06
64641041;Bedous;381;17.59;55.12;0.0
64641051;Béguios;182;23.63;31.87;0.0
64641061;Béhasque-Lapiste;292;19.18;38.7;0.0
64641071;Béhorléguy;55;7.27;45.45;0.0
64641081;Bellocq;467;38.54;18.63;0.0
64641091;Bénéjacq;1177;38.74;24.47;20.14
64641101;Béost;135;18.52;45.19;0.0
64641111;Bentayou-Sérée;61;44.26;24.59;21.31
64641121;Bérenx;253;38.74;8.7;0.0
64641131;Bergouey-Viellenave;77;12.99;35.06;42.86
64641141;Bernadets;353;40.23;21.25;29.46
64641151;Berrogain-Laruns;72;23.61;31.94;0.0
64641161;Bescat;183;36.61;37.7;0.0
64641171;Bésingrand;99;35.35;6.06;0.0
64641181;Bétracq;31;19.35;19.35;0.0
64641191;Beuste;430;37.44;22.09;29.3
64641201;Beyrie-sur-Joyeuse;329;15.5;36.17;0.0
64641211;Beyrie-en-Béarn;115;40.0;6.09;32.17
64641221;Biarritz;746;24.93;19.71;36.86
64641222;Biarritz;714;19.75;27.45;33.61
64641223;Biarritz;652;24.85;21.78;32.98
64641224;Biarritz;786;23.54;25.57;31.81
64641225;Biarritz;753;24.57;21.51;35.72
64641226;Biarritz;745;22.15;26.98;33.56
64641227;Biarritz;771;23.22;22.96;35.15
64641228;Biarritz;827;18.62;33.74;32.29
64641229;Biarritz;800;26.5;26.0;30.5
646412210;Biarritz;827;21.04;28.3;31.92
646412211;Biarritz;735;27.62;19.86;33.74
646412212;Biarritz;771;27.11;27.89;25.42
646412213;Biarritz;763;22.02;24.51;33.55
646412214;Biarritz;835;25.87;21.32;32.22
646412215;Biarritz;806;26.55;20.22;34.12
646412216;Biarritz;696;22.7;28.02;28.74
646412217;Biarritz;872;23.85;27.29;27.52
646412218;Biarritz;776;23.97;29.12;29.12
646412219;Biarritz;755;25.56;23.31;31.92
646412220;Biarritz;773;27.04;29.88;25.1
64641231;Bidache;805;33.54;27.33;23.98
64641241;Bidarray;426;17.37;36.62;0.0
64641251;Bidart;736;25.0;26.49;31.93
64641252;Bidart;638;21.63;29.15;31.5
64641253;Bidart;680;26.62;29.26;27.79
64641254;Bidart;635;25.98;31.34;25.2
64641255;Bidart;653;26.8;30.32;25.42
64641256;Bidart;606;27.06;23.6;31.85
64641261;Bidos;657;27.7;41.1;0.0
64641271;Bielle;257;23.35;48.25;0.0
64641281;Bilhères;128;30.47;39.84;0.0
64641291;Billère;812;35.34;11.82;15.27
64641292;Billère;526;27.19;11.03;20.91
64641293;Billère;501;23.75;8.78;22.75
64641294;Billère;596;27.85;9.23;25.84
64641295;Billère;503;26.84;6.76;24.65
64641296;Billère;460;21.74;9.13;23.26
64641297;Billère;559;32.92;8.59;19.68
64641298;Billère;543;30.2;8.84;23.2
64641299;Billère;469;27.93;11.73;21.11
646412910;Billère;764;24.08;9.29;27.09
64641301;Biriatou;557;20.47;42.55;18.49
64641311;Biron;379;27.97;16.09;0.0
64641321;Bizanos;496;32.46;33.06;23.39
64641322;Bizanos;485;21.44;33.4;34.85
64641323;Bizanos;514;23.35;31.52;34.05
64641324;Bizanos;461;22.56;25.16;41.21
64641325;Bizanos;529;22.12;16.64;49.34
64641331;Boeil-Bezing;764;32.98;24.61;25.26
64641341;Bonloc;198;22.22;45.45;0.0
64641351;Bonnut;470;27.02;19.36;0.0
64641361;Borce;73;15.07;38.36;0.0
64641371;Bordères;453;32.89;26.49;24.06
64641381;Bordes;715;36.78;27.27;22.52
64641382;Bordes;846;36.17;24.82;26.24
64641391;Bosdarros;663;27.75;17.5;0.0
64641401;Boucau;852;28.99;35.09;22.3
64641402;Boucau;759;33.2;40.58;15.28
64641403;Boucau;771;33.07;33.33;20.23
64641404;Boucau;750;29.73;38.67;19.2
64641405;Boucau;681;33.77;34.07;21.15
64641406;Boucau;635;26.93;34.65;23.62
64641411;Boueilh-Boueilho-Lasque;236;40.25;9.32;0.0
64641421;Bougarber;488;38.52;7.58;26.64
64641431;Bouillon;104;36.54;11.54;0.0
64641441;Boumourt;88;27.27;17.05;0.0
64641451;Bourdettes;310;40.0;23.23;18.06
64641461;Bournos;205;34.15;12.68;0.0
64641471;Briscous;1030;29.9;26.41;28.06
64641472;Briscous;664;28.77;33.89;22.74
64641481;Bruges-Capbis-Mifaget;541;32.35;32.9;21.81
64641491;Bugnein;141;35.46;24.11;0.0
64641501;Bunus;90;12.22;62.22;0.0
64641511;Burgaronne;56;28.57;41.07;0.0
64641521;Buros;656;25.46;25.46;36.13
64641522;Buros;595;25.04;27.23;36.3
64641531;Burosse-Mendousse;56;21.43;16.07;0.0
64641541;Bussunarits-Sarrasquette;135;14.07;44.44;0.0
64641551;Bustince-Iriberry;60;13.33;53.33;0.0
64641561;Buziet;287;36.59;39.37;0.0
64641571;Buzy;616;32.63;38.31;0.0
64641581;Cabidos;138;31.16;13.77;0.0
64641591;Cadillon;54;25.93;27.78;0.0
64641601;Cambo-les-Bains;910;24.51;29.23;29.23
64641602;Cambo-les-Bains;641;24.96;30.58;32.29
64641603;Cambo-les-Bains;807;32.84;26.02;26.15
64641604;Cambo-les-Bains;885;28.47;27.34;27.68
64641611;Came;518;35.14;21.24;28.96
64641621;Camou-Cihigue;72;6.94;52.78;0.0
64641651;Cardesse;169;31.36;34.91;0.0
64641661;Caro;128;22.66;35.94;0.0
64641671;Carrère;123;46.34;6.5;0.0
64641681;Carresse-Cassaber;319;32.6;18.5;0.0
64641682;Carresse-Cassaber;61;29.51;16.39;0.0
64641701;Castagnède;128;30.47;11.72;0.0
64641711;Casteide-Cami;135;41.48;14.07;0.0
64641721;Casteide-Candau;139;38.85;10.07;0.0
64641731;Casteide-Doat;87;28.74;26.44;31.03
64641741;Castéra-Loubix;42;45.24;38.1;9.52
64641751;Castet;111;31.53;31.53;0.0
64641761;Castetbon;103;36.89;22.33;0.0
64641771;Castétis;426;33.1;16.2;0.0
64641781;Castetnau-Camblong;259;28.96;38.22;0.0
64641791;Castetner;100;16.0;23.0;0.0
64641801;Castetpugon;122;37.7;17.21;0.0
64641811;Castillon (Canton d'Arthez-de-Béarn);218;31.19;20.18;0.0
64641821;Castillon (Canton de Lembeye);45;40.0;15.56;0.0
64641831;Caubios-Loos;424;29.25;9.67;30.66
64641841;Cescau;374;34.76;17.11;0.0
64641851;Cette-Eygun;57;24.56;45.61;0.0
64641861;Charre;136;30.15;30.88;0.0
64641871;Charritte-de-Bas;132;28.79;31.06;0.0
64641881;Chéraute;411;20.68;40.88;0.0
64641882;Chéraute;170;17.06;44.12;0.0
64641891;Ciboure;538;19.52;28.62;36.99
64641892;Ciboure;548;22.81;40.33;18.8
64641893;Ciboure;797;28.73;29.61;25.6
64641894;Ciboure;770;20.0;35.58;27.92
64641895;Ciboure;745;20.4;27.79;31.28
64641896;Ciboure;679;24.45;33.43;23.12
64641901;Claracq;124;28.23;8.87;0.0
64641911;Coarraze;550;33.45;25.09;27.45
64641912;Coarraze;590;35.08;28.31;22.54
64641921;Conchez-de-Béarn;73;19.18;15.07;0.0
64641931;Corbère-Abères;64;40.63;14.06;0.0
64641941;Coslédaà-Lube-Boast;220;36.82;19.55;0.0
64641951;Coublucq;79;40.51;16.46;0.0
64641961;Crouseilles;69;27.54;10.14;0.0
64641971;Cuqueron;131;30.53;21.37;0.0
64641981;Denguin;1069;33.3;11.13;26.57
64641991;Diusse;67;17.91;10.45;0.0
64642001;Doazon;127;44.09;10.24;0.0
64642011;Dognen;134;27.61;31.34;0.0
64642021;Domezain-Berraute;313;23.96;32.27;0.0
64642031;Doumy;182;25.82;16.48;0.0
64642041;Eaux-Bonnes;215;31.16;36.74;0.0
64642051;Escos;135;26.67;17.78;0.0
64642061;Escot;79;45.57;29.11;0.0
64642071;Escou;281;31.67;37.01;0.0
64642081;Escoubès;200;50.0;14.0;20.5
64642091;Escout;256;39.45;36.33;0.0
64642101;Escurès;104;37.5;12.5;0.0
64642111;Eslourenties-Daban;189;39.68;19.05;29.1
64642121;Espéchède;105;36.19;14.29;39.05
64642131;Espelette;646;27.09;30.34;28.48
64642132;Espelette;603;23.55;36.15;23.38
64642141;Espès-Undurein;293;20.48;38.91;0.0
64642151;Espiute;36;33.33;44.44;0.0
64642161;Espoey;663;36.65;20.81;33.18
64642171;Esquiule;321;22.74;43.3;0.0
64642181;Estérençuby;186;30.11;19.35;0.0
64642191;Estialescq;177;28.81;26.55;0.0
64642201;Estos;343;31.2;33.82;0.0
64642211;Etcharry;90;38.89;21.11;0.0
64642221;Etchebar;32;31.25;50.0;0.0
64642231;Etsaut;59;16.95;59.32;0.0
64642241;Eysus;378;33.6;37.57;0.0
64642251;Ance Féas;283;25.44;39.93;0.0
64642252;Ance Féas;139;27.34;37.41;0.0
64642261;Fichous-Riumayou;90;41.11;12.22;0.0
64642271;Gabaston;399;37.84;18.05;35.09
64642281;Gabat;161;20.5;35.4;0.0
64642291;Gamarthe;76;15.79;56.58;0.0
64642301;Gan;759;31.09;18.84;0.0
64642302;Gan;724;25.97;24.86;0.0
64642303;Gan;690;31.3;23.33;0.0
64642304;Gan;806;30.27;18.98;0.0
64642305;Gan;260;31.92;27.31;0.0
64642311;Garindein;280;21.07;32.86;0.0
64642321;Garlède-Mondebat;119;28.57;6.72;0.0
64642331;Garlin;692;33.24;16.62;0.0
64642341;Garos;128;45.31;17.19;0.0
64642351;Garris;185;19.46;33.51;0.0
64642361;Gayon;42;42.86;4.76;0.0
64642371;Gelos;539;24.3;11.13;33.58
64642372;Gelos;428;22.43;12.62;32.01
64642373;Gelos;575;23.13;10.78;38.78
64642374;Gelos;445;29.44;10.79;33.26
64642381;Ger;704;39.06;18.61;34.94
64642382;Ger;640;36.72;19.53;35.47
64642391;Gerderest;81;30.86;13.58;0.0
64642401;Gère-Bélesten;137;37.96;26.28;0.0
64642411;Géronce;297;35.35;28.96;0.0
64642421;Gestas;50;22.0;38.0;0.0
64642431;Géus-d'Arzacq;140;30.0;14.29;0.0
64642441;Geüs-d'Oloron;164;32.32;25.61;0.0
64642451;Goès;338;26.04;44.67;0.0
64642461;Gomer;172;35.47;28.49;26.16
64642471;Gotein-Libarrenx;284;21.48;45.77;0.0
64642491;Guéthary;924;15.48;35.06;29.98
64642501;Guiche;573;35.08;24.78;20.77
64642511;Guinarthe-Parenties;117;38.46;21.37;0.0
64642521;Gurmençon;490;31.02;36.73;0.0
64642531;Gurs;250;42.4;26.4;0.0
64642541;Hagetaubin;338;32.54;15.38;0.0
64642551;Halsou;325;34.15;21.54;25.23
64642561;Hasparren;689;24.24;35.85;0.0
64642562;Hasparren;1051;28.45;32.92;0.0
64642563;Hasparren;983;28.08;30.21;0.0
64642564;Hasparren;1029;31.1;28.28;0.0
64642571;Haut-de-Bosdarros;195;30.77;30.77;17.95
64642581;Haux;63;22.22;46.03;0.0
64642591;Hélette;427;21.78;37.24;0.0
64642601;Hendaye;790;25.06;39.49;18.23
64642602;Hendaye;788;23.86;30.2;29.44
64642603;Hendaye;671;24.14;40.83;19.23
64642604;Hendaye;499;25.85;41.48;18.04
64642605;Hendaye;971;28.42;40.06;16.07
64642606;Hendaye;802;21.7;42.39;20.32
64642607;Hendaye;703;21.91;43.39;21.34
64642608;Hendaye;901;26.08;38.62;21.42
64642611;Herrère;232;30.17;40.09;0.0
64642621;Higuères-Souye;165;36.36;21.82;30.3
64642631;L'Hôpital-d'Orion;80;26.25;31.25;0.0
64642641;L'Hôpital-Saint-Blaise;49;16.33;30.61;0.0
64642651;Hosta;59;13.56;32.2;0.0
64642661;Hours;154;40.26;22.73;22.73
64642671;Ibarrolle;47;14.89;27.66;0.0
64642681;Idaux-Mendy;175;24.0;36.57;0.0
64642691;Idron;858;33.1;24.13;31.47
64642692;Idron;1152;22.92;22.22;44.53
64642693;Idron;937;27.21;24.87;37.57
64642701;Igon;601;29.95;15.64;12.48
64642711;Iholdy;333;16.22;20.12;0.0
64642721;Ilharre;100;25.0;33.0;0.0
64642731;Irissarry;579;18.65;42.83;0.0
64642741;Irouléguy;235;21.7;30.21;0.0
64642751;Ispoure;343;15.74;50.73;0.0
64642761;Issor;141;28.37;34.04;0.0
64642771;Isturits;248;21.77;38.31;23.39
64642791;Itxassou;622;18.81;38.26;25.4
64642792;Itxassou;644;21.58;40.37;20.5
64642801;Izeste;247;32.39;41.3;0.0
64642811;Jasses;89;28.09;35.96;0.0
64642821;Jatxou;710;30.56;29.44;21.13
64642831;Jaxu;109;15.6;44.04;0.0
64642841;Jurançon;619;29.08;23.26;0.0
64642842;Jurançon;573;24.61;23.39;0.0
64642843;Jurançon;752;32.05;20.08;0.0
64642844;Jurançon;623;29.53;21.51;0.0
64642845;Jurançon;486;31.07;21.4;0.0
64642846;Jurançon;394;19.29;15.48;0.0
64642851;Juxue;135;22.22;28.89;0.0
64642861;Laà-Mondrans;293;26.96;15.02;0.0
64642871;Laàs;95;23.16;34.74;0.0
64642881;Labastide-Cézéracq;305;37.7;21.97;0.0
64642891;La Bastide-Clairence;561;25.31;30.3;30.3
64642901;Labastide-Monréjeau;303;39.27;12.87;0.0
64642911;Labastide-Villefranche;196;29.59;22.96;0.0
64642921;Labatmale;143;41.96;32.17;11.19
64642931;Labatut-Figuières;108;43.52;20.37;25.0
64642941;Labets-Biscay;90;24.44;24.44;0.0
64642951;Labeyrie;79;32.91;8.86;0.0
64642961;Lacadée;84;33.33;10.71;0.0
64642971;Lacarre;91;36.26;19.78;0.0
64642981;Lacarry-Arhan-Charritte-de-Haut;62;20.97;48.39;0.0
64642991;Lacommande;138;34.06;22.46;0.0
64643001;Lacq;314;41.08;13.69;0.0
64643002;Lacq;121;25.62;12.4;0.0
64643003;Lacq;178;35.96;16.29;0.0
64643011;Lagor;630;35.08;12.86;0.0
64643021;Lagos;273;35.9;31.5;17.58
64643031;Laguinge-Restoue;112;23.21;48.21;0.0
64643041;Lahonce;593;32.55;34.4;21.42
64643042;Lahonce;875;33.49;29.94;22.97
64643051;Lahontan;290;39.66;8.62;0.0
64643061;Lahourcade;487;33.47;16.63;0.0
64643071;Lalongue;111;32.43;25.23;0.0
64643081;Lalonquette;159;43.4;3.77;0.0
64643091;Lamayou;136;41.91;16.91;26.47
64643101;Lanne-en-Barétous;235;22.55;42.13;0.0
64643102;Lanne-en-Barétous;89;33.71;29.21;0.0
64643111;Lannecaube;95;33.68;5.26;0.0
64643121;Lanneplaà;184;32.07;13.04;0.0
64643131;Lantabat;209;20.57;28.71;0.0
64643141;Larceveau-Arros-Cibits;265;19.25;38.87;0.0
64643151;Laroin;674;29.82;15.73;0.0
64643161;Larrau;115;16.52;53.91;0.0
64643171;Larressore;565;29.91;32.57;23.72
64643172;Larressore;599;24.71;26.88;30.38
64643181;Larreule;115;29.57;9.57;0.0
64643191;Larribar-Sorhapuru;114;14.04;40.35;0.0
64643201;Laruns;741;28.48;33.74;0.0
64643202;Laruns;43;30.23;13.95;0.0
64643211;Lasclaveries;149;38.93;14.09;0.0
64643221;Lasse;201;12.94;33.33;0.0
64643231;Lasserre;59;37.29;15.25;0.0
64643241;Lasseube;562;28.83;23.67;0.0
64643242;Lasseube;506;25.69;25.1;0.0
64643251;Lasseubetat;135;21.48;20.0;0.0
64643261;Lay-Lamidou;68;27.94;32.35;0.0
64643271;Lecumberry;119;19.33;46.22;0.0
64643281;Ledeuix;640;30.31;39.53;0.0
64643291;Lée;859;24.68;23.98;40.86
64643301;Lées-Athas;180;36.67;37.78;0.0
64643311;Lembeye;374;35.03;8.82;0.0
64643321;Lème;99;23.23;13.13;0.0
64643341;Léren;140;30.71;10.0;0.0
64643351;Lescar;684;27.05;7.02;29.24
64643352;Lescar;448;27.01;12.95;22.54
64643353;Lescar;605;24.79;9.09;30.74
64643354;Lescar;771;23.99;10.77;24.9
64643355;Lescar;497;32.19;13.48;19.72
64643356;Lescar;656;28.05;11.74;26.68
64643357;Lescar;527;34.35;9.87;19.92
64643358;Lescar;499;34.07;11.22;22.04
64643359;Lescar;704;27.84;8.95;29.55
64643361;Lescun;174;12.07;44.25;0.0
64643371;Lespielle;97;38.14;13.4;0.0
64643381;Lespourcy;112;36.61;18.75;29.46
64643391;Lestelle-Bétharram;449;37.19;25.17;19.82
64643401;Lichans-Sunhar;55;3.64;80.0;0.0
64643411;Lichos;63;34.92;20.63;0.0
64643421;Licq-Athérey;146;14.38;43.15;0.0
64643431;Limendous;333;33.03;21.02;36.34
64643441;Livron;250;32.0;24.8;26.4
64643451;Lohitzun-Oyhercq;127;22.05;30.71;0.0
64643461;Lombia;129;43.41;14.73;32.56
64643471;Lonçon;110;37.27;13.64;0.0
64643481;Lons;627;36.52;6.54;26.79
64643482;Lons;742;27.49;9.84;26.95
64643483;Lons;768;27.86;11.59;24.87
64643484;Lons;651;25.04;10.45;33.64
64643485;Lons;478;32.43;23.85;13.81
64643486;Lons;553;23.69;12.66;24.59
64643487;Lons;588;25.34;11.05;27.72
64643488;Lons;589;25.64;11.21;29.71
64643489;Lons;507;30.18;11.05;23.08
646434810;Lons;665;28.12;17.59;22.11
646434811;Lons;655;32.21;10.69;29.62
64643491;Loubieng;308;37.99;15.26;0.0
64643501;Louhossoa;487;28.95;37.78;16.02
64643511;Lourdios-Ichère;103;14.56;20.39;0.0
64643521;Lourenties;249;36.14;26.51;24.9
64643531;Louvie-Juzon;495;26.67;42.02;0.0
64643532;Louvie-Juzon;144;38.89;26.39;0.0
64643541;Louvie-Soubiron;79;27.85;50.63;0.0
64643542;Louvie-Soubiron;13;46.15;0.0;0.0
64643551;Louvigny;74;33.78;13.51;0.0
64643561;Luc-Armau;61;26.23;18.03;0.0
64643571;Lucarré;41;36.59;7.32;0.0
64643581;Lucgarier;180;32.78;20.56;31.67
64643591;Lucq-de-Béarn;556;25.9;19.6;0.0
64643601;Lurbe-Saint-Christau;109;33.94;34.86;0.0
64643611;Lussagnet-Lusson;95;43.16;15.79;0.0
64643621;Luxe-Sumberraute;200;19.0;36.0;0.0
64643631;Lys;194;32.99;38.14;0.0
64643641;Macaye;349;20.63;43.27;0.0
64643651;Malaussanne;229;33.62;11.35;0.0
64643661;Mascaraàs-Haron;80;36.25;11.25;0.0
64643671;Maslacq;497;36.42;14.49;0.0
64643681;Masparraute;160;23.13;28.13;0.0
64643691;Maspie-Lalonquère-Juillacq;162;40.74;16.67;0.0
64643701;Maucor;344;31.4;25.29;30.52
64643711;Mauléon-Licharre;541;21.81;47.69;0.0
64643712;Mauléon-Licharre;508;18.31;51.38;0.0
64643713;Mauléon-Licharre;526;18.44;46.2;0.0
64643721;Maure;55;45.45;7.27;34.55
64643731;Mazères-Lezons;586;24.06;8.7;34.98
64643732;Mazères-Lezons;525;32.95;11.81;24.19
64643741;Mazerolles;653;44.26;10.72;0.0
64643751;Méharin;162;30.25;16.67;0.0
64643761;Meillon;592;30.41;22.3;31.25
64643771;Mendionde;485;24.95;37.53;0.0
64643781;Menditte;145;21.38;53.79;0.0
64643791;Mendive;87;22.99;26.44;0.0
64643801;Méracq;128;29.69;15.63;0.0
64643811;Méritein;190;34.74;31.05;0.0
64643821;Mesplède;232;29.74;16.38;0.0
64643831;Mialos;87;13.79;19.54;0.0
64643851;Miossens-Lanusse;167;39.52;8.98;0.0
64643861;Mirepeix;730;36.16;26.85;20.96
64643871;Momas;309;45.31;8.74;21.36
64643881;Momy;84;41.67;11.9;0.0
64643891;Monassut-Audiracq;228;45.18;9.21;0.0
64643901;Moncaup;120;21.67;18.33;0.0
64643911;Moncayolle-Larrory-Mendibieu;168;25.6;38.1;0.0
64643921;Moncla;59;28.81;16.95;0.0
64643931;Monein;701;25.82;22.68;0.0
64643932;Monein;679;25.92;22.83;0.0
64643933;Monein;656;26.68;19.21;0.0
64643934;Monein;712;28.93;22.33;0.0
64643941;Monpezat;63;17.46;15.87;0.0
64643951;Monségur;80;31.25;22.5;35.0
64643961;Mont;608;38.16;12.99;0.0
64643971;Montagut;69;44.93;13.04;0.0
64643981;Montaner;269;34.2;22.68;34.57
64643991;Montardon;869;29.57;25.55;35.79
64643992;Montardon;693;37.52;25.11;25.69
64644001;Montaut;679;38.59;26.07;21.5
64644011;Mont-Disse;45;46.67;15.56;0.0
64644031;Montfort;109;33.94;22.02;0.0
64644041;Montory;209;24.4;38.76;0.0
64644051;Morlaàs;695;29.5;23.88;32.23
64644052;Morlaàs;600;33.5;26.5;26.17
64644053;Morlaàs;637;33.59;25.27;26.22
64644054;Morlaàs;588;31.8;22.28;33.33
64644061;Morlanne;331;29.0;22.05;0.0
64644071;Mouguerre;924;31.49;30.19;25.87
64644072;Mouguerre;767;33.12;27.77;25.03
64644073;Mouguerre;845;33.37;31.24;22.01
64644074;Mouguerre;708;34.6;29.52;22.88
64644081;Mouhous;33;39.39;9.09;0.0
64644091;Moumour;473;28.33;37.84;0.0
64644101;Mourenx;339;31.86;23.01;0.0
64644102;Mourenx;234;35.04;26.5;0.0
64644103;Mourenx;371;31.0;23.72;0.0
64644104;Mourenx;532;36.84;18.05;0.0
64644105;Mourenx;427;33.49;22.72;0.0
64644106;Mourenx;623;40.45;19.26;0.0
64644111;Musculdy;146;3.42;62.33;0.0
64644121;Nabas;47;34.04;31.91;0.0
64644131;Narcastet;393;35.11;12.21;24.43
64644141;Narp;69;44.93;17.39;0.0
64644151;Navailles-Angos;485;36.29;16.7;0.0
64644152;Navailles-Angos;408;39.46;11.52;0.0
64644161;Navarrenx;516;34.69;32.36;0.0
64644171;Nay;476;31.51;24.16;23.53
64644172;Nay;411;36.25;30.66;18.0
64644173;Nay;729;32.1;25.93;24.97
64644181;Noguères;77;31.17;7.79;0.0
64644191;Nousty;883;29.78;26.05;35.11
64644201;Ogenne-Camptort;155;36.77;20.65;0.0
64644211;Ogeu-les-Bains;839;34.68;34.33;0.0
64644221;Oloron-Sainte-Marie;341;25.51;48.68;0.0
64644222;Oloron-Sainte-Marie;312;28.21;51.6;0.0
64644223;Oloron-Sainte-Marie;360;31.11;43.06;0.0
64644224;Oloron-Sainte-Marie;354;21.19;52.82;0.0
64644225;Oloron-Sainte-Marie;280;22.5;54.64;0.0
64644226;Oloron-Sainte-Marie;456;30.48;41.23;0.0
64644227;Oloron-Sainte-Marie;357;30.25;45.38;0.0
64644228;Oloron-Sainte-Marie;439;25.51;46.92;0.0
64644229;Oloron-Sainte-Marie;385;28.05;49.87;0.0
646442210;Oloron-Sainte-Marie;301;31.23;38.21;0.0
646442211;Oloron-Sainte-Marie;318;21.7;44.65;0.0
646442212;Oloron-Sainte-Marie;486;27.16;43.0;0.0
646442213;Oloron-Sainte-Marie;457;23.63;44.2;0.0
646442214;Oloron-Sainte-Marie;251;21.51;45.02;0.0
646442215;Oloron-Sainte-Marie;61;22.95;36.07;0.0
646442216;Oloron-Sainte-Marie;130;33.08;43.08;0.0
64644231;Oraàs;119;31.93;31.93;0.0
64644241;Ordiarp;358;19.83;50.0;0.0
64644251;Orègue;293;20.14;32.08;0.0
64644261;Orin;160;35.0;35.63;0.0
64644271;Orion;112;24.11;28.57;0.0
64644281;Orriule;91;23.08;34.07;0.0
64644291;Orsanco;73;23.29;32.88;0.0
64644301;Orthez;823;28.55;21.39;0.0
64644302;Orthez;788;22.97;20.05;0.0
64644303;Orthez;837;25.81;17.8;0.0
64644304;Orthez;590;22.2;21.02;0.0
64644305;Orthez;668;26.2;18.26;0.0
64644306;Orthez;434;31.8;17.28;0.0
64644307;Orthez;553;31.65;13.74;0.0
64644308;Orthez;559;27.01;18.07;0.0
64644311;Os-Marsillon;297;38.38;14.48;0.0
64644321;Ossas-Suhare;65;20.0;58.46;0.0
64644331;Osse-en-Aspe;184;11.96;51.09;0.0
64644341;Ossenx;36;38.89;30.56;0.0
64644351;Osserain-Rivareyte;166;18.07;46.99;0.0
64644361;Ossès;534;22.28;40.64;0.0
64644371;Ostabat-Asme;139;11.51;52.52;0.0
64644381;Ouillon;311;24.12;29.26;35.05
64644391;Ousse;1027;34.37;26.68;28.53
64644401;Ozenx-Montestrucq;138;28.99;8.7;0.0
64644402;Ozenx-Montestrucq;137;25.55;17.52;0.0
64644411;Pagolle;147;21.09;46.94;0.0
64644421;Parbayse;196;30.1;21.94;0.0
64644431;Pardies;526;36.12;10.27;0.0
64644441;Pardies-Piétat;270;31.48;32.22;21.48
